stop_name,sr_number,category,complaint_description,created_date,age_days,age_years,age_band
Guadalupe/16th Street,SR23000258,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2023-03-21,1118,3.063013698630137,3+ years
Guadalupe/16th Street,SR23000171,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2023-04-20,1088,2.9808219178082194,2–3 years
Guadalupe/16th Street,SR23000185,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2023-06-05,1042,2.8547945205479452,2–3 years
Guadalupe/16th Street,SR23000191,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2023-06-17,1030,2.8219178082191783,2–3 years
Guadalupe/16th Street,SR23000196,Missing Shelter,No weather protection at Guadalupe/16th Street transit stop,2023-06-19,1028,2.8164383561643835,2–3 years
Guadalupe/16th Street,SR23000163,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2023-06-22,1025,2.808219178082192,2–3 years
Guadalupe/16th Street,SR23000236,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2023-07-03,1014,2.778082191780822,2–3 years
Guadalupe/16th Street,SR23000187,Missing Benches,No benches at Guadalupe/16th Street bus stop,2023-07-05,1012,2.7726027397260276,2–3 years
Guadalupe/16th Street,SR23000144,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2023-07-14,1003,2.747945205479452,2–3 years
Guadalupe/16th Street,SR23000240,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2023-07-22,995,2.7260273972602738,2–3 years
Guadalupe/16th Street,SR23000176,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2023-07-24,993,2.7205479452054795,2–3 years
Guadalupe/16th Street,SR23000242,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2023-07-30,987,2.704109589041096,2–3 years
Guadalupe/16th Street,SR23000155,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2023-08-09,977,2.6767123287671235,2–3 years
Guadalupe/16th Street,SR23000173,Weather Exposure,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,2023-08-28,958,2.624657534246575,2–3 years
Guadalupe/16th Street,SR23000264,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2023-10-02,923,2.5287671232876714,2–3 years
Guadalupe/16th Street,SR23000261,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2023-10-06,919,2.5178082191780824,2–3 years
Guadalupe/16th Street,SR23000182,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2023-10-13,912,2.4986301369863013,2–3 years
Guadalupe/16th Street,SR23000149,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2023-11-04,890,2.4383561643835616,2–3 years
Guadalupe/16th Street,SR23000152,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2023-11-12,882,2.4164383561643836,2–3 years
Guadalupe/16th Street,SR23000220,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2023-11-14,880,2.410958904109589,2–3 years
Guadalupe/16th Street,SR23000170,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2023-11-26,868,2.378082191780822,2–3 years
Guadalupe/16th Street,SR23000277,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2023-11-28,866,2.372602739726027,2–3 years
Guadalupe/16th Street,SR23000166,Missing Shelter,No weather protection at Guadalupe/16th Street transit stop,2023-12-13,851,2.331506849315069,2–3 years
Guadalupe/16th Street,SR23000207,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2023-12-17,847,2.3205479452054796,2–3 years
Guadalupe/16th Street,SR23000165,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2024-01-01,832,2.2794520547945205,2–3 years
Guadalupe/16th Street,SR23000147,Missing Benches,Request bench installation at Guadalupe/16th Street,2024-01-17,816,2.2356164383561645,2–3 years
Guadalupe/16th Street,SR23000228,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2024-02-06,796,2.180821917808219,2–3 years
Guadalupe/16th Street,SR23000186,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-02-07,795,2.1780821917808217,2–3 years
Guadalupe/16th Street,SR23000212,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2024-02-07,795,2.1780821917808217,2–3 years
Guadalupe/16th Street,SR23000172,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2024-02-19,783,2.1452054794520548,2–3 years
Guadalupe/16th Street,SR23000217,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2024-03-03,770,2.1095890410958904,2–3 years
Guadalupe/16th Street,SR23000200,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2024-03-16,757,2.073972602739726,2–3 years
Guadalupe/16th Street,SR23000183,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-03-26,747,2.0465753424657533,2–3 years
Guadalupe/16th Street,SR23000219,Missing Benches,Request bench installation at Guadalupe/16th Street,2024-04-03,739,2.0246575342465754,2–3 years
Guadalupe/16th Street,SR23000145,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2024-04-04,738,2.021917808219178,2–3 years
Guadalupe/16th Street,SR23000262,Missing Benches,Request bench installation at Guadalupe/16th Street,2024-04-12,730,2.0,2–3 years
Guadalupe/16th Street,SR23000189,Safety (Lighting),Transit stop Guadalupe/16th Street needs better lighting,2024-04-12,730,2.0,2–3 years
Guadalupe/16th Street,SR23000271,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-04-16,726,1.989041095890411,1–2 years
Guadalupe/16th Street,SR23000169,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2024-04-26,716,1.9616438356164383,1–2 years
Guadalupe/16th Street,SR23000157,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-05-12,700,1.917808219178082,1–2 years
Guadalupe/16th Street,SR23000218,Weather Exposure,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,2024-05-15,697,1.9095890410958904,1–2 years
Guadalupe/16th Street,SR23000177,Missing Benches,Request bench installation at Guadalupe/16th Street,2024-05-23,689,1.887671232876712,1–2 years
Guadalupe/16th Street,SR23000158,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2024-06-02,679,1.8602739726027395,1–2 years
Guadalupe/16th Street,SR23000276,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2024-06-09,672,1.841095890410959,1–2 years
Guadalupe/16th Street,SR23000230,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-06-17,664,1.819178082191781,1–2 years
Guadalupe/16th Street,SR23000179,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2024-06-28,653,1.789041095890411,1–2 years
Guadalupe/16th Street,SR23000168,Missing Benches,No benches at Guadalupe/16th Street bus stop,2024-07-03,648,1.7753424657534247,1–2 years
Guadalupe/16th Street,SR23000235,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2024-07-07,644,1.7643835616438357,1–2 years
Guadalupe/16th Street,SR23000167,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2024-07-07,644,1.7643835616438357,1–2 years
Guadalupe/16th Street,SR23000194,Missing Benches,No benches at Guadalupe/16th Street bus stop,2024-07-18,633,1.7342465753424658,1–2 years
Guadalupe/16th Street,SR23000233,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2024-08-11,609,1.6684931506849314,1–2 years
Guadalupe/16th Street,SR23000265,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2024-08-14,606,1.6602739726027398,1–2 years
Guadalupe/16th Street,SR23000275,Missing Benches,No benches at Guadalupe/16th Street bus stop,2024-08-16,604,1.6547945205479453,1–2 years
Guadalupe/16th Street,SR23000206,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2024-09-04,585,1.6027397260273972,1–2 years
Guadalupe/16th Street,SR23000192,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2024-09-08,581,1.5917808219178082,1–2 years
Guadalupe/16th Street,SR23000251,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2024-09-13,576,1.578082191780822,1–2 years
Guadalupe/16th Street,SR23000231,Missing Benches,Request bench installation at Guadalupe/16th Street,2024-09-18,571,1.5643835616438355,1–2 years
Guadalupe/16th Street,SR23000197,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2024-09-19,570,1.5616438356164384,1–2 years
Guadalupe/16th Street,SR23000266,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2024-09-27,562,1.5397260273972602,1–2 years
Guadalupe/16th Street,SR23000178,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2024-10-01,558,1.5287671232876712,1–2 years
Guadalupe/16th Street,SR23000195,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2024-10-05,554,1.5178082191780822,1–2 years
Guadalupe/16th Street,SR23000259,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2024-10-29,530,1.452054794520548,1–2 years
Guadalupe/16th Street,SR23000250,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2024-11-11,517,1.4164383561643836,1–2 years
Guadalupe/16th Street,SR23000239,Safety Concerns,Feeling unsafe waiting at Guadalupe/16th Street,2024-11-14,514,1.4082191780821918,1–2 years
Guadalupe/16th Street,SR23000208,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2024-12-09,489,1.3397260273972602,1–2 years
Guadalupe/16th Street,SR23000253,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2025-01-07,460,1.2602739726027397,1–2 years
Guadalupe/16th Street,SR23000232,Safety (Lighting),Transit stop Guadalupe/16th Street needs better lighting,2025-01-14,453,1.2410958904109588,1–2 years
Guadalupe/16th Street,SR23000199,Safety (Lighting),Transit stop Guadalupe/16th Street needs better lighting,2025-02-06,430,1.178082191780822,1–2 years
Guadalupe/16th Street,SR23000227,Safety Concerns,Feeling unsafe waiting at Guadalupe/16th Street,2025-02-08,428,1.1726027397260277,1–2 years
Guadalupe/16th Street,SR23000215,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2025-02-11,425,1.1643835616438356,1–2 years
Guadalupe/16th Street,SR23000154,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2025-02-19,417,1.1424657534246576,1–2 years
Guadalupe/16th Street,SR23000243,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2025-03-05,403,1.104109589041096,1–2 years
Guadalupe/16th Street,SR23000224,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2025-03-27,381,1.0438356164383562,1–2 years
Guadalupe/16th Street,SR23000252,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2025-03-30,378,1.0356164383561643,1–2 years
Guadalupe/16th Street,SR23000248,Missing Benches,No benches at Guadalupe/16th Street bus stop,2025-04-07,370,1.0136986301369864,1–2 years
Guadalupe/16th Street,SR23000174,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2025-04-07,370,1.0136986301369864,1–2 years
Guadalupe/16th Street,SR23000203,Missing Benches,No benches at Guadalupe/16th Street bus stop,2025-05-13,334,0.915068493150685,< 1 year
Guadalupe/16th Street,SR23000181,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2025-05-25,322,0.8821917808219178,< 1 year
Guadalupe/16th Street,SR23000234,Missing Benches,No benches at Guadalupe/16th Street bus stop,2025-05-31,316,0.8657534246575342,< 1 year
Guadalupe/16th Street,SR23000210,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2025-06-18,298,0.8164383561643835,< 1 year
Guadalupe/16th Street,SR23000267,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2025-06-18,298,0.8164383561643835,< 1 year
Guadalupe/16th Street,SR23000146,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2025-07-05,281,0.7698630136986301,< 1 year
Guadalupe/16th Street,SR23000257,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2025-07-08,278,0.7616438356164383,< 1 year
Guadalupe/16th Street,SR23000148,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2025-07-15,271,0.7424657534246575,< 1 year
Guadalupe/16th Street,SR23000188,Missing Benches,No benches at Guadalupe/16th Street bus stop,2025-07-17,269,0.736986301369863,< 1 year
Guadalupe/16th Street,SR23000238,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2025-08-02,253,0.6931506849315069,< 1 year
Guadalupe/16th Street,SR23000190,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2025-08-26,229,0.6273972602739726,< 1 year
Guadalupe/16th Street,SR23000247,Safety Concerns,Request safety improvements at Guadalupe/16th Street stop,2025-08-28,227,0.6219178082191781,< 1 year
Guadalupe/16th Street,SR23000270,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2025-09-07,217,0.5945205479452055,< 1 year
Guadalupe/16th Street,SR23000164,Safety (Lighting),Transit stop Guadalupe/16th Street needs better lighting,2025-09-17,207,0.5671232876712329,< 1 year
Guadalupe/16th Street,SR23000273,Missing Shelter,Transit stop Guadalupe/16th Street needs weather shelter,2025-09-18,206,0.5643835616438356,< 1 year
Guadalupe/16th Street,SR23000201,Safety Concerns,Feeling unsafe waiting at Guadalupe/16th Street,2025-10-06,188,0.5150684931506849,< 1 year
Guadalupe/16th Street,SR23000214,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2025-11-01,162,0.4438356164383562,< 1 year
Guadalupe/16th Street,SR23000213,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2025-11-02,161,0.4410958904109589,< 1 year
Guadalupe/16th Street,SR23000268,Missing Benches,Request bench installation at Guadalupe/16th Street,2025-11-25,138,0.3780821917808219,< 1 year
Guadalupe/16th Street,SR23000237,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2025-12-01,132,0.3616438356164383,< 1 year
Guadalupe/16th Street,SR23000150,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2026-01-09,93,0.2547945205479452,< 1 year
Guadalupe/16th Street,SR23000254,Missing Benches,Request bench installation at Guadalupe/16th Street,2026-01-18,84,0.2301369863013698,< 1 year
Guadalupe/16th Street,SR23000209,Missing Shelter,No weather protection at Guadalupe/16th Street transit stop,2026-01-18,84,0.2301369863013698,< 1 year
Guadalupe/16th Street,SR23000180,Missing Shelter,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,2026-01-21,81,0.2219178082191781,< 1 year
Guadalupe/16th Street,SR23000229,Missing Benches,No benches at Guadalupe/16th Street bus stop,2026-01-28,74,0.2027397260273972,< 1 year
Guadalupe/16th Street,SR23000225,Missing Shelter,Transit stop Guadalupe/16th Street needs shelter for rider protection,2026-02-05,66,0.1808219178082191,< 1 year
Guadalupe/16th Street,SR23000151,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2026-02-11,60,0.1643835616438356,< 1 year
Guadalupe/16th Street,SR23000245,Missing Shelter,No shelter at Guadalupe/16th Street transit stop,2026-02-23,48,0.1315068493150684,< 1 year
Guadalupe/16th Street,SR23000204,Missing Shelter,Request shelter installation at Guadalupe/16th Street,2026-03-13,30,0.0821917808219178,< 1 year
Guadalupe/16th Street,SR23000269,Safety (Lighting),Safety concerns at Guadalupe/16th Street bus stop after dark,2026-03-21,22,0.0602739726027397,< 1 year
Guadalupe/16th Street,SR23000160,Missing Benches,Missing seating at Guadalupe/16th Street transit stop,2026-03-25,18,0.0493150684931506,< 1 year
Guadalupe/16th Street,SR23000241,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/16th Street,2026-03-29,14,0.0383561643835616,< 1 year
Guadalupe/4th,SR23000741,Missing Benches,No benches at Guadalupe/4th bus stop,2023-01-06,1192,3.265753424657534,3+ years
Guadalupe/4th,SR23000729,Missing Benches,No benches at Guadalupe/4th bus stop,2023-01-09,1189,3.2575342465753425,3+ years
Guadalupe/4th,SR23000727,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2023-01-26,1172,3.210958904109589,3+ years
Guadalupe/4th,SR23000791,Missing Benches,Request bench installation at Guadalupe/4th,2023-02-17,1150,3.1506849315068495,3+ years
Guadalupe/4th,SR23000793,Missing Shelter,Transit stop Guadalupe/4th needs shelter for rider protection,2023-03-08,1131,3.0986301369863014,3+ years
Guadalupe/4th,SR23000805,Safety Concerns,Request safety improvements at Guadalupe/4th stop,2023-03-15,1124,3.0794520547945203,3+ years
Guadalupe/4th,SR23000766,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2023-05-30,1048,2.871232876712329,2–3 years
Guadalupe/4th,SR23000811,Missing Benches,Missing seating at Guadalupe/4th transit stop,2023-06-13,1034,2.8328767123287673,2–3 years
Guadalupe/4th,SR23000722,Missing Benches,Missing seating at Guadalupe/4th transit stop,2023-06-23,1024,2.8054794520547945,2–3 years
Guadalupe/4th,SR23000740,Missing Benches,No benches at Guadalupe/4th bus stop,2023-06-24,1023,2.802739726027397,2–3 years
Guadalupe/4th,SR23000728,Missing Shelter,Transit stop Guadalupe/4th needs shelter for rider protection,2023-08-20,966,2.6465753424657534,2–3 years
Guadalupe/4th,SR23000724,Missing Benches,Missing seating at Guadalupe/4th transit stop,2023-09-05,950,2.6027397260273974,2–3 years
Guadalupe/4th,SR23000735,Missing Shelter,Transit stop Guadalupe/4th needs weather shelter,2023-10-05,920,2.5205479452054793,2–3 years
Guadalupe/4th,SR23000720,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2023-10-22,903,2.473972602739726,2–3 years
Guadalupe/4th,SR23000743,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2023-10-23,902,2.4712328767123286,2–3 years
Guadalupe/4th,SR23000758,Missing Benches,No benches at Guadalupe/4th bus stop,2023-11-07,887,2.43013698630137,2–3 years
Guadalupe/4th,SR23000779,Missing Shelter,Transit stop Guadalupe/4th needs weather shelter,2023-11-28,866,2.372602739726027,2–3 years
Guadalupe/4th,SR23000781,Missing Shelter,No shelter at Guadalupe/4th transit stop,2023-12-20,844,2.3123287671232875,2–3 years
Guadalupe/4th,SR23000750,Missing Benches,Missing seating at Guadalupe/4th transit stop,2023-12-31,833,2.282191780821918,2–3 years
Guadalupe/4th,SR23000773,Missing Shelter,Transit stop Guadalupe/4th needs weather shelter,2024-01-19,814,2.23013698630137,2–3 years
Guadalupe/4th,SR23000753,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2024-02-12,790,2.164383561643836,2–3 years
Guadalupe/4th,SR23000795,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2024-03-24,749,2.052054794520548,2–3 years
Guadalupe/4th,SR23000808,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2024-04-30,712,1.9506849315068493,1–2 years
Guadalupe/4th,SR23000754,Missing Benches,Request bench installation at Guadalupe/4th,2024-05-02,710,1.9452054794520548,1–2 years
Guadalupe/4th,SR23000807,Missing Benches,Request bench installation at Guadalupe/4th,2024-05-08,704,1.9287671232876713,1–2 years
Guadalupe/4th,SR23000736,Missing Benches,Missing seating at Guadalupe/4th transit stop,2024-05-17,695,1.904109589041096,1–2 years
Guadalupe/4th,SR23000737,Missing Shelter,No weather protection at Guadalupe/4th transit stop,2024-05-20,692,1.895890410958904,1–2 years
Guadalupe/4th,SR23000760,Missing Shelter,No weather protection at Guadalupe/4th transit stop,2024-05-21,691,1.893150684931507,1–2 years
Guadalupe/4th,SR23000768,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2024-05-27,685,1.8767123287671232,1–2 years
Guadalupe/4th,SR23000775,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2024-06-01,680,1.8630136986301369,1–2 years
Guadalupe/4th,SR23000747,Missing Shelter,No weather protection at Guadalupe/4th transit stop,2024-06-06,675,1.8493150684931507,1–2 years
Guadalupe/4th,SR23000782,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2024-07-06,645,1.7671232876712328,1–2 years
Guadalupe/4th,SR23000752,Missing Shelter,No shelter at Guadalupe/4th transit stop,2024-07-27,624,1.7095890410958905,1–2 years
Guadalupe/4th,SR23000756,Missing Benches,No benches at Guadalupe/4th bus stop,2024-07-30,621,1.7013698630136986,1–2 years
Guadalupe/4th,SR23000746,Missing Shelter,No shelter at Guadalupe/4th transit stop,2024-08-23,597,1.6356164383561644,1–2 years
Guadalupe/4th,SR23000794,Safety Concerns,Request safety improvements at Guadalupe/4th stop,2024-08-25,595,1.63013698630137,1–2 years
Guadalupe/4th,SR23000721,Missing Benches,No benches at Guadalupe/4th bus stop,2024-10-17,542,1.484931506849315,1–2 years
Guadalupe/4th,SR23000786,Safety Concerns,Feeling unsafe waiting at Guadalupe/4th,2024-10-22,537,1.4712328767123288,1–2 years
Guadalupe/4th,SR23000788,Missing Shelter,Transit stop Guadalupe/4th needs shelter for rider protection,2024-11-12,516,1.4136986301369865,1–2 years
Guadalupe/4th,SR23000806,Safety Concerns,Request safety improvements at Guadalupe/4th stop,2025-01-19,448,1.227397260273973,1–2 years
Guadalupe/4th,SR23000785,Safety (Lighting),Transit stop Guadalupe/4th needs better lighting,2025-02-01,435,1.1917808219178083,1–2 years
Guadalupe/4th,SR23000739,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2025-03-02,406,1.1123287671232878,1–2 years
Guadalupe/4th,SR23000734,Missing Benches,Request bench installation at Guadalupe/4th,2025-03-16,392,1.073972602739726,1–2 years
Guadalupe/4th,SR23000792,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-03-17,391,1.0712328767123287,1–2 years
Guadalupe/4th,SR23000799,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-03-18,390,1.0684931506849316,1–2 years
Guadalupe/4th,SR23000784,Missing Shelter,Request shelter installation at Guadalupe/4th,2025-03-24,384,1.0520547945205478,1–2 years
Guadalupe/4th,SR23000809,Missing Shelter,Request shelter installation at Guadalupe/4th,2025-03-27,381,1.0438356164383562,1–2 years
Guadalupe/4th,SR23000769,Missing Shelter,Transit stop Guadalupe/4th needs weather shelter,2025-04-11,366,1.0027397260273974,1–2 years
Guadalupe/4th,SR23000804,Weather Exposure,Riders getting wet at Guadalupe/4th during rain,2025-04-18,359,0.9835616438356164,< 1 year
Guadalupe/4th,SR23000801,Safety (Lighting),Transit stop Guadalupe/4th needs better lighting,2025-05-07,340,0.9315068493150684,< 1 year
Guadalupe/4th,SR23000731,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-05-08,339,0.9287671232876712,< 1 year
Guadalupe/4th,SR23000772,Missing Benches,Request bench installation at Guadalupe/4th,2025-06-01,315,0.863013698630137,< 1 year
Guadalupe/4th,SR23000797,Missing Benches,Request bench installation at Guadalupe/4th,2025-06-11,305,0.8356164383561644,< 1 year
Guadalupe/4th,SR23000767,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-06-13,303,0.8301369863013699,< 1 year
Guadalupe/4th,SR23000771,Missing Benches,Missing seating at Guadalupe/4th transit stop,2025-06-15,301,0.8246575342465754,< 1 year
Guadalupe/4th,SR23000751,Missing Benches,Request bench installation at Guadalupe/4th,2025-06-23,293,0.8027397260273973,< 1 year
Guadalupe/4th,SR23000748,Missing Benches,Missing seating at Guadalupe/4th transit stop,2025-07-08,278,0.7616438356164383,< 1 year
Guadalupe/4th,SR23000810,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-07-25,261,0.7150684931506849,< 1 year
Guadalupe/4th,SR23000787,Missing Shelter,Transit stop Guadalupe/4th needs shelter for rider protection,2025-08-09,246,0.673972602739726,< 1 year
Guadalupe/4th,SR23000744,Missing Benches,Request bench installation at Guadalupe/4th,2025-10-09,185,0.5068493150684932,< 1 year
Guadalupe/4th,SR23000733,Missing Benches,Request bench installation at Guadalupe/4th,2025-11-05,158,0.4328767123287671,< 1 year
Guadalupe/4th,SR23000798,Missing Shelter,Transit stop Guadalupe/4th needs weather shelter,2025-11-12,151,0.4136986301369863,< 1 year
Guadalupe/4th,SR23000796,Safety (Lighting),Safety concerns at Guadalupe/4th bus stop after dark,2025-12-03,130,0.3561643835616438,< 1 year
Guadalupe/4th,SR23000774,Missing Shelter,Request shelter installation at Guadalupe/4th,2025-12-07,126,0.3452054794520548,< 1 year
Guadalupe/4th,SR23000778,Weather Exposure,Bus stop Guadalupe/4th exposed to extreme heat/sun,2025-12-09,124,0.3397260273972602,< 1 year
Guadalupe/4th,SR23000761,Safety (Lighting),Safety concerns at Guadalupe/4th bus stop after dark,2025-12-13,120,0.3287671232876712,< 1 year
Guadalupe/4th,SR23000764,Missing Shelter,No shelter at Guadalupe/4th transit stop,2025-12-18,115,0.3150684931506849,< 1 year
Guadalupe/4th,SR23000759,Missing Shelter,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,2025-12-22,111,0.3041095890410959,< 1 year
Guadalupe/4th,SR23000755,Missing Shelter,Request shelter installation at Guadalupe/4th,2025-12-23,110,0.3013698630136986,< 1 year
Guadalupe/4th,SR23000730,Weather Exposure,Bus stop Guadalupe/4th exposed to extreme heat/sun,2026-01-11,91,0.2493150684931507,< 1 year
Guadalupe/4th,SR23000745,Missing Shelter,Transit stop Guadalupe/4th needs shelter for rider protection,2026-01-16,86,0.2356164383561644,< 1 year
Guadalupe/4th,SR23000780,Missing Benches,Request bench installation at Guadalupe/4th,2026-01-18,84,0.2301369863013698,< 1 year
Guadalupe/4th,SR23000765,Weather Exposure,Riders getting wet at Guadalupe/4th during rain,2026-01-30,72,0.1972602739726027,< 1 year
Guadalupe/4th,SR23000732,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/4th,2026-03-09,34,0.0931506849315068,< 1 year
Guadalupe/4th,SR23000742,Missing Shelter,Request shelter installation at Guadalupe/4th,2026-04-08,4,0.010958904109589,< 1 year
Guadalupe/W. 21st Street,SR23000455,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2023-01-28,1170,3.2054794520547945,3+ years
Guadalupe/W. 21st Street,SR23000437,Missing Shelter,No weather protection at Guadalupe/W. 21st Street transit stop,2023-01-31,1167,3.197260273972603,3+ years
Guadalupe/W. 21st Street,SR23000505,Missing Benches,Request bench installation at Guadalupe/W. 21st Street,2023-02-06,1161,3.180821917808219,3+ years
Guadalupe/W. 21st Street,SR23000507,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2023-02-08,1159,3.175342465753425,3+ years
Guadalupe/W. 21st Street,SR23000428,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2023-02-28,1139,3.1205479452054794,3+ years
Guadalupe/W. 21st Street,SR23000415,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2023-03-22,1117,3.0602739726027397,3+ years
Guadalupe/W. 21st Street,SR23000520,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2023-04-05,1103,3.021917808219178,3+ years
Guadalupe/W. 21st Street,SR23000475,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-04-20,1088,2.9808219178082194,2–3 years
Guadalupe/W. 21st Street,SR23000448,Missing Benches,Missing seating at Guadalupe/W. 21st Street transit stop,2023-05-14,1064,2.915068493150685,2–3 years
Guadalupe/W. 21st Street,SR23000482,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2023-05-15,1063,2.9123287671232876,2–3 years
Guadalupe/W. 21st Street,SR23000522,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-05-22,1056,2.893150684931507,2–3 years
