Rank,Stop Name,Category,Responsible Party,SR Number,Complaint Description,Status,Created Date,Close Date,Age Days,Age Years,Duplicate After Closed,Year
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000755,Request shelter installation at Guadalupe/4th,Open,2025-12-23,,110,0.3013698630136986,Yes,2025
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000802,No shelter at Guadalupe/4th transit stop,Closed,2026-01-10,2026-01-10,0,0.0,No,2026
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000745,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2026-01-16,,86,0.2356164383561644,Yes,2026
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000742,Request shelter installation at Guadalupe/4th,Open,2026-04-08,,4,0.010958904109589041,Yes,2026
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000785,Transit stop Guadalupe/4th needs better lighting,Open,2025-02-01,,435,1.1917808219178083,No,2025
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000801,Transit stop Guadalupe/4th needs better lighting,Open,2025-05-07,,340,0.9315068493150684,No,2025
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000796,Safety concerns at Guadalupe/4th bus stop after dark,Open,2025-12-03,,130,0.3561643835616438,No,2025
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000761,Safety concerns at Guadalupe/4th bus stop after dark,Open,2025-12-13,,120,0.3287671232876712,No,2025
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000723,Request safety improvements at Guadalupe/4th stop,Closed,2023-02-05,2023-02-05,0,0.0,No,2023
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000805,Request safety improvements at Guadalupe/4th stop,Open,2023-03-15,,1124,3.0794520547945203,Yes,2023
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000794,Request safety improvements at Guadalupe/4th stop,Open,2024-08-25,,595,1.63013698630137,Yes,2024
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000786,Feeling unsafe waiting at Guadalupe/4th,Open,2024-10-22,,537,1.4712328767123288,Yes,2024
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000806,Request safety improvements at Guadalupe/4th stop,Open,2025-01-19,,448,1.2273972602739727,Yes,2025
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000726,Feeling unsafe waiting at Guadalupe/4th,Closed,2026-02-26,2026-02-26,0,0.0,No,2026
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000720,Riders have nowhere to sit at Guadalupe/4th,Open,2023-10-22,,903,2.473972602739726,No,2023
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000753,Riders have nowhere to sit at Guadalupe/4th,Open,2024-02-12,,790,2.164383561643836,No,2024
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000808,Riders have nowhere to sit at Guadalupe/4th,Open,2024-04-30,,712,1.9506849315068493,No,2024
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000768,Riders have nowhere to sit at Guadalupe/4th,Open,2024-05-27,,685,1.8767123287671232,No,2024
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000775,Riders have nowhere to sit at Guadalupe/4th,Open,2024-06-01,,680,1.8630136986301369,No,2024
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000739,Riders have nowhere to sit at Guadalupe/4th,Open,2025-03-02,,406,1.1123287671232878,No,2025
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000732,Riders have nowhere to sit at Guadalupe/4th,Open,2026-03-09,,34,0.09315068493150686,No,2026
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000762,Riders getting wet at Guadalupe/4th during rain,Closed,2023-10-17,2023-10-17,0,0.0,No,2023
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000783,Bus stop Guadalupe/4th exposed to extreme heat/sun,Closed,2024-02-09,2024-02-09,0,0.0,No,2024
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000804,Riders getting wet at Guadalupe/4th during rain,Open,2025-04-18,,359,0.9835616438356164,Yes,2025
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000800,Riders getting wet at Guadalupe/4th during rain,Closed,2025-11-07,2025-11-07,0,0.0,No,2025
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000778,Bus stop Guadalupe/4th exposed to extreme heat/sun,Open,2025-12-09,,124,0.33972602739726027,Yes,2025
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000730,Bus stop Guadalupe/4th exposed to extreme heat/sun,Open,2026-01-11,,91,0.2493150684931507,Yes,2026
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000765,Riders getting wet at Guadalupe/4th during rain,Open,2026-01-30,,72,0.19726027397260273,Yes,2026
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000423,Request bench installation at Guadalupe/W. 21st Street,Closed,2023-01-28,2023-01-28,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000505,Request bench installation at Guadalupe/W. 21st Street,Open,2023-02-06,,1161,3.180821917808219,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000448,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2023-05-14,,1064,2.915068493150685,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000495,Request bench installation at Guadalupe/W. 21st Street,Closed,2023-07-02,2023-07-02,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000425,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-07-19,,998,2.734246575342466,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000491,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-07-20,,997,2.7315068493150685,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000462,Request bench installation at Guadalupe/W. 21st Street,Open,2023-08-22,,964,2.6410958904109587,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000439,Missing seating at Guadalupe/W. 21st Street transit stop,Closed,2023-08-31,2023-08-31,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000488,Request bench installation at Guadalupe/W. 21st Street,Open,2023-09-04,,951,2.6054794520547944,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000478,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2023-10-07,,918,2.515068493150685,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000483,Request bench installation at Guadalupe/W. 21st Street,Open,2023-10-09,,916,2.5095890410958903,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000468,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-12-13,,851,2.3315068493150686,Yes,2023
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000467,No benches at Guadalupe/W. 21st Street bus stop,Open,2024-04-18,,724,1.9835616438356165,Yes,2024
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000424,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2025-01-18,,449,1.2301369863013698,Yes,2025
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000474,No benches at Guadalupe/W. 21st Street bus stop,Open,2025-03-17,,391,1.0712328767123287,Yes,2025
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000496,No benches at Guadalupe/W. 21st Street bus stop,Closed,2025-06-04,2025-06-04,0,0.0,No,2025
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000454,Request bench installation at Guadalupe/W. 21st Street,Closed,2025-08-01,2025-08-01,0,0.0,No,2025
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000464,No benches at Guadalupe/W. 21st Street bus stop,Closed,2026-01-21,2026-01-21,0,0.0,No,2026
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000420,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2026-03-08,,35,0.0958904109589041,Yes,2026
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000437,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2023-01-31,,1167,3.197260273972603,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000428,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-02-28,,1139,3.1205479452054794,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000520,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-04-05,,1103,3.021917808219178,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000475,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-04-20,,1088,2.9808219178082194,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000482,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-05-15,,1063,2.9123287671232876,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000522,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-05-22,,1056,2.893150684931507,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000513,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2023-05-27,2023-05-27,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000521,Transit stop Guadalupe/W. 21st Street needs weather shelter,Closed,2023-07-14,2023-07-14,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000418,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-08,,978,2.6794520547945204,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000514,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-13,,973,2.665753424657534,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000435,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2023-08-15,,971,2.66027397260274,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000422,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-31,,955,2.6164383561643834,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000524,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2023-11-19,2023-11-19,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000463,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-12-02,,862,2.361643835616438,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000453,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2023-12-04,,860,2.356164383561644,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000504,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-12-06,,858,2.350684931506849,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000489,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2023-12-31,,833,2.282191780821918,Yes,2023
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000499,Request shelter installation at Guadalupe/W. 21st Street,Open,2024-01-19,,814,2.23013698630137,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000470,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-02-12,,790,2.164383561643836,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000518,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2024-02-27,,775,2.1232876712328768,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000466,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-05-02,2024-05-02,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000476,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-06-28,,653,1.789041095890411,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000506,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Closed,2024-07-07,2024-07-07,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000494,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-07-10,,641,1.7561643835616438,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000440,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-07-14,,637,1.7452054794520548,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000472,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-08-08,2024-08-08,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000442,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-08-16,,604,1.6547945205479453,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000484,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-08-29,,591,1.6191780821917807,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000498,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-08-31,2024-08-31,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000426,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-09-09,,580,1.5890410958904109,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000493,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-09-16,,573,1.5698630136986302,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000525,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Closed,2024-11-28,2024-11-28,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000436,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2024-12-04,,494,1.3534246575342466,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000444,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2024-12-04,,494,1.3534246575342466,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000427,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-12-23,,475,1.3013698630136987,Yes,2024
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000515,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-02-07,,429,1.1753424657534246,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000434,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2025-03-01,,407,1.115068493150685,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000421,Request shelter installation at Guadalupe/W. 21st Street,Open,2025-03-19,,389,1.0657534246575342,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000458,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-03-19,,389,1.0657534246575342,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000490,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2025-03-22,,386,1.0575342465753426,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000447,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-04-26,,351,0.9616438356164384,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000516,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2025-04-29,,348,0.9534246575342465,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000502,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-05-18,,329,0.9013698630136986,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000517,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-05-31,,316,0.8657534246575342,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000509,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-06-18,,298,0.8164383561643835,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000485,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-07-09,,277,0.7589041095890411,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000457,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-07-31,,255,0.6986301369863014,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000519,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2025-08-24,,231,0.6328767123287671,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000512,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-09-27,,197,0.5397260273972603,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000471,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-10-22,,172,0.4712328767123288,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000473,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-11-02,,161,0.4410958904109589,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000481,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-11-13,,150,0.410958904109589,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000451,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-11-24,,139,0.38082191780821917,Yes,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000492,No shelter at Guadalupe/W. 21st Street transit stop,Closed,2025-12-15,2025-12-15,0,0.0,No,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000500,Request shelter installation at Guadalupe/W. 21st Street,Open,2025-12-15,,118,0.3232876712328767,No,2025
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000433,No shelter at Guadalupe/W. 21st Street transit stop,Open,2026-01-02,,100,0.273972602739726,Yes,2026
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000459,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2026-04-03,,9,0.024657534246575342,Yes,2026
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000486,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Closed,2023-07-04,2023-07-04,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000417,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2024-04-26,,716,1.9616438356164383,Yes,2024
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000445,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2024-11-03,,525,1.4383561643835616,Yes,2024
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000477,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2025-01-01,,466,1.2767123287671234,Yes,2025
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000497,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Open,2025-04-20,,357,0.9780821917808219,Yes,2025
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000449,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Open,2025-05-06,,341,0.9342465753424658,Yes,2025
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000416,Request safety improvements at Guadalupe/W. 21st Street stop,Closed,2023-10-03,2023-10-03,0,0.0,No,2023
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000461,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2024-12-06,,492,1.347945205479452,Yes,2024
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000510,Request safety improvements at Guadalupe/W. 21st Street stop,Closed,2024-12-26,2024-12-26,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000465,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2025-10-19,,175,0.4794520547945205,Yes,2025
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000441,Feeling unsafe waiting at Guadalupe/W. 21st Street,Open,2026-01-13,,89,0.24383561643835616,Yes,2026
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000431,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2026-02-06,,65,0.1780821917808219,Yes,2026
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000460,Feeling unsafe waiting at Guadalupe/W. 21st Street,Open,2026-03-05,,38,0.10410958904109589,Yes,2026
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000507,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-02-08,,1159,3.175342465753425,No,2023
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000415,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-03-22,,1117,3.0602739726027397,No,2023
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000443,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-06-11,,1036,2.8383561643835615,No,2023
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000487,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-09-23,,932,2.5534246575342467,No,2023
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000469,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2024-07-09,,642,1.7589041095890412,No,2024
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000501,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2024-07-22,,629,1.7232876712328766,No,2024
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000429,Riders have nowhere to sit at Guadalupe/W. 21st Street,Closed,2024-12-29,2024-12-29,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000523,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-01-14,,453,1.2410958904109588,Yes,2025
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000432,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-06-14,,302,0.8273972602739726,Yes,2025
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000511,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-08-29,,226,0.6191780821917808,Yes,2025
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000455,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-01-28,,1170,3.2054794520547945,No,2023
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000450,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-08-09,,977,2.6767123287671235,No,2023
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000419,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2023-08-10,,976,2.673972602739726,No,2023
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000508,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-11-11,,883,2.419178082191781,No,2023
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000479,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2024-02-14,,788,2.158904109589041,No,2024
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000446,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2024-03-09,,764,2.0931506849315067,No,2024
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000452,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2024-05-23,,689,1.8876712328767122,No,2024
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000503,Riders getting wet at Guadalupe/W. 21st Street during rain,Closed,2024-06-24,2024-06-24,0,0.0,No,2024
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000430,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2024-08-11,,609,1.6684931506849314,Yes,2024
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000438,Riders getting wet at Guadalupe/W. 21st Street during rain,Closed,2025-10-20,2025-10-20,0,0.0,No,2025
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000456,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2025-11-12,,151,0.4136986301369863,Yes,2025
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000480,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2025-12-14,,119,0.32602739726027397,Yes,2025
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000526,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2026-02-23,,48,0.13150684931506848,Yes,2026
3,Lavaca/4th,Missing Benches,CapMetro,SR23000377,Missing seating at Lavaca/4th transit stop,Open,2023-01-02,,1196,3.276712328767123,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000362,Request bench installation at Lavaca/4th,Open,2023-01-11,,1187,3.252054794520548,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000399,No benches at Lavaca/4th bus stop,Open,2023-04-18,,1090,2.9863013698630136,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000299,No benches at Lavaca/4th bus stop,Open,2023-05-03,,1075,2.9452054794520546,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000339,No benches at Lavaca/4th bus stop,Open,2023-05-18,,1060,2.904109589041096,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000355,No benches at Lavaca/4th bus stop,Closed,2023-05-22,2023-05-22,0,0.0,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000290,No benches at Lavaca/4th bus stop,Closed,2023-07-14,2023-07-14,0,0.0,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000404,Missing seating at Lavaca/4th transit stop,Closed,2023-07-18,2023-07-18,0,0.0,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000318,No benches at Lavaca/4th bus stop,Open,2023-07-24,,993,2.7205479452054795,Yes,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000386,Request bench installation at Lavaca/4th,Open,2023-07-29,,988,2.706849315068493,Yes,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000387,Missing seating at Lavaca/4th transit stop,Open,2023-08-10,,976,2.673972602739726,Yes,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000346,No benches at Lavaca/4th bus stop,Open,2023-10-29,,896,2.4547945205479453,Yes,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000414,No benches at Lavaca/4th bus stop,Closed,2023-11-14,2023-11-14,0,0.0,No,2023
3,Lavaca/4th,Missing Benches,CapMetro,SR23000345,Request bench installation at Lavaca/4th,Open,2024-04-02,,740,2.0273972602739727,Yes,2024
3,Lavaca/4th,Missing Benches,CapMetro,SR23000300,No benches at Lavaca/4th bus stop,Open,2024-06-21,,660,1.8082191780821917,Yes,2024
3,Lavaca/4th,Missing Benches,CapMetro,SR23000354,Request bench installation at Lavaca/4th,Closed,2024-11-16,2024-11-16,0,0.0,No,2024
