Service Request (SR) Number,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
SR23000631,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,09/26/2025 12:00:00 AM,09/26/2025 12:00:00 AM,09/26/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000632,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,11/07/2023 12:00:00 AM,11/07/2023 12:00:00 AM,11/07/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000633,Safety concerns at Vic Mathias/Auditorium Shores (SB) bus stop after dark,Transportation,Phone,Closed,04/07/2025 12:00:00 AM,04/07/2025 12:00:00 AM,04/07/2025 12:00:00 AM,04/07/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000634,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Closed,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000635,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Transportation,Phone,Open,09/25/2025 12:00:00 AM,09/25/2025 12:00:00 AM,09/25/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000636,Request safety improvements at Vic Mathias/Auditorium Shores (SB) stop,Transportation,Phone,Open,06/09/2025 12:00:00 AM,06/09/2025 12:00:00 AM,06/09/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000637,Request bench installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,02/22/2026 12:00:00 AM,02/22/2026 12:00:00 AM,02/22/2026 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000638,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Transportation,Phone,Open,06/30/2024 12:00:00 AM,06/30/2024 12:00:00 AM,06/30/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000639,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,07/06/2023 12:00:00 AM,07/06/2023 12:00:00 AM,07/06/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000640,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Transportation,Phone,Open,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000641,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,09/25/2023 12:00:00 AM,09/25/2023 12:00:00 AM,09/25/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000642,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Transportation,Phone,Open,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000643,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Transportation,Phone,Open,11/17/2024 12:00:00 AM,11/17/2024 12:00:00 AM,11/17/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000644,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000645,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,01/26/2025 12:00:00 AM,01/26/2025 12:00:00 AM,01/26/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000646,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Closed,09/06/2024 12:00:00 AM,09/06/2024 12:00:00 AM,09/06/2024 12:00:00 AM,09/06/2024 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000647,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Transportation,Phone,Closed,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000648,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,01/07/2023 12:00:00 AM,01/07/2023 12:00:00 AM,01/07/2023 12:00:00 AM,01/07/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000649,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000650,Request bench installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,12/05/2024 12:00:00 AM,12/05/2024 12:00:00 AM,12/05/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000651,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,10/08/2023 12:00:00 AM,10/08/2023 12:00:00 AM,10/08/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000652,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Closed,04/20/2025 12:00:00 AM,04/20/2025 12:00:00 AM,04/20/2025 12:00:00 AM,04/20/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000653,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Closed,06/03/2025 12:00:00 AM,06/03/2025 12:00:00 AM,06/03/2025 12:00:00 AM,06/03/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000654,Request bench installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000655,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,01/06/2026 12:00:00 AM,01/06/2026 12:00:00 AM,01/06/2026 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000656,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Transportation,Phone,Closed,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000657,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Closed,01/15/2025 12:00:00 AM,01/15/2025 12:00:00 AM,01/15/2025 12:00:00 AM,01/15/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000658,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000659,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Transportation,Phone,Open,11/25/2024 12:00:00 AM,11/25/2024 12:00:00 AM,11/25/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000660,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,04/06/2024 12:00:00 AM,04/06/2024 12:00:00 AM,04/06/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000661,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Transportation,Phone,Closed,12/27/2025 12:00:00 AM,12/27/2025 12:00:00 AM,12/27/2025 12:00:00 AM,12/27/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000662,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,09/19/2025 12:00:00 AM,09/19/2025 12:00:00 AM,09/19/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000663,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Transportation,Phone,Open,04/07/2024 12:00:00 AM,04/07/2024 12:00:00 AM,04/07/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000664,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000665,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,06/01/2025 12:00:00 AM,06/01/2025 12:00:00 AM,06/01/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000666,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,05/23/2024 12:00:00 AM,05/23/2024 12:00:00 AM,05/23/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000667,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000668,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Closed,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000669,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Open,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000670,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Open,04/04/2024 12:00:00 AM,04/04/2024 12:00:00 AM,04/04/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000671,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000672,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Transportation,Phone,Open,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000673,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,11/12/2025 12:00:00 AM,11/12/2025 12:00:00 AM,11/12/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000674,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,01/16/2023 12:00:00 AM,01/16/2023 12:00:00 AM,01/16/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000675,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,01/31/2024 12:00:00 AM,01/31/2024 12:00:00 AM,01/31/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000676,Feeling unsafe waiting at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,11/11/2025 12:00:00 AM,11/11/2025 12:00:00 AM,11/11/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000677,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Open,03/12/2025 12:00:00 AM,03/12/2025 12:00:00 AM,03/12/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000678,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,05/01/2024 12:00:00 AM,05/01/2024 12:00:00 AM,05/01/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000679,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,04/15/2024 12:00:00 AM,04/15/2024 12:00:00 AM,04/15/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000680,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,02/02/2023 12:00:00 AM,02/02/2023 12:00:00 AM,02/02/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000681,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,03/28/2025 12:00:00 AM,03/28/2025 12:00:00 AM,03/28/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000682,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,11/22/2023 12:00:00 AM,11/22/2023 12:00:00 AM,11/22/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000683,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000684,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Closed,12/29/2025 12:00:00 AM,12/29/2025 12:00:00 AM,12/29/2025 12:00:00 AM,12/29/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000685,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Transportation,Phone,Open,09/16/2023 12:00:00 AM,09/16/2023 12:00:00 AM,09/16/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000686,Safety concerns at Vic Mathias/Auditorium Shores (SB) bus stop after dark,Transportation,Phone,Closed,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000687,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Open,06/20/2024 12:00:00 AM,06/20/2024 12:00:00 AM,06/20/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000688,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Open,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000689,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,12/17/2024 12:00:00 AM,12/17/2024 12:00:00 AM,12/17/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000690,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,10/30/2024 12:00:00 AM,10/30/2024 12:00:00 AM,10/30/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000691,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,02/26/2023 12:00:00 AM,02/26/2023 12:00:00 AM,02/26/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000692,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Transportation,Phone,Closed,05/28/2024 12:00:00 AM,05/28/2024 12:00:00 AM,05/28/2024 12:00:00 AM,05/28/2024 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000693,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Transportation,Phone,Open,01/13/2026 12:00:00 AM,01/13/2026 12:00:00 AM,01/13/2026 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000694,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000695,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,02/10/2024 12:00:00 AM,02/10/2024 12:00:00 AM,02/10/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000696,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,08/13/2023 12:00:00 AM,08/13/2023 12:00:00 AM,08/13/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000697,Request bench installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000698,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Transportation,Phone,Open,03/26/2025 12:00:00 AM,03/26/2025 12:00:00 AM,03/26/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000699,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Transportation,Phone,Closed,12/20/2023 12:00:00 AM,12/20/2023 12:00:00 AM,12/20/2023 12:00:00 AM,12/20/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000700,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000701,Request bench installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Closed,12/30/2025 12:00:00 AM,12/30/2025 12:00:00 AM,12/30/2025 12:00:00 AM,12/30/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000702,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Closed,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000703,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Transportation,Phone,Open,12/27/2025 12:00:00 AM,12/27/2025 12:00:00 AM,12/27/2025 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000704,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,11/08/2023 12:00:00 AM,11/08/2023 12:00:00 AM,11/08/2023 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000705,Feeling unsafe waiting at Vic Mathias/Auditorium Shores (SB),Transportation,Phone,Open,02/03/2026 12:00:00 AM,02/03/2026 12:00:00 AM,02/03/2026 12:00:00 AM,,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000706,Safety concerns at Vic Mathias/Auditorium Shores (SB) bus stop after dark,Transportation,Phone,Closed,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,"Vic Mathias & Auditorium Shores (SB), AUSTIN, TX",,Vic Mathias & Auditorium Shores (SB),AUSTIN,78701,TRAVIS,,,,,,,,
