Rank,Stop Name,Category,Responsible Party,SR Number,Complaint Description,Status,Created Date,Close Date,Age Days,Age Years,Duplicate After Closed,Year,ADA Match Type,Normalized Stop Name
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000466,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-05-02,2024-05-02,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000476,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-06-28,,653,1.789041095890411,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000506,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Closed,2024-07-07,2024-07-07,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000494,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-07-10,,641,1.7561643835616438,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000440,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-07-14,,637,1.7452054794520548,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000472,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-08-08,2024-08-08,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000442,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-08-16,,604,1.6547945205479453,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000484,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-08-29,,591,1.6191780821917807,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000498,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2024-08-31,2024-08-31,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000426,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-09-09,,580,1.5890410958904109,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000493,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-09-16,,573,1.5698630136986302,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000525,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Closed,2024-11-28,2024-11-28,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000436,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2024-12-04,,494,1.3534246575342466,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000444,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2024-12-04,,494,1.3534246575342466,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000427,No shelter at Guadalupe/W. 21st Street transit stop,Open,2024-12-23,,475,1.3013698630136987,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000515,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-02-07,,429,1.1753424657534246,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000434,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2025-03-01,,407,1.115068493150685,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000421,Request shelter installation at Guadalupe/W. 21st Street,Open,2025-03-19,,389,1.0657534246575342,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000458,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-03-19,,389,1.0657534246575342,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000490,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2025-03-22,,386,1.0575342465753426,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000447,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-04-26,,351,0.9616438356164384,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000516,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2025-04-29,,348,0.9534246575342465,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000502,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-05-18,,329,0.9013698630136986,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000517,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-05-31,,316,0.8657534246575342,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000509,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-06-18,,298,0.8164383561643835,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000485,No shelter at Guadalupe/W. 21st Street transit stop,Open,2025-07-09,,277,0.7589041095890411,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000457,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-07-31,,255,0.6986301369863014,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000519,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2025-08-24,,231,0.6328767123287671,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000512,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-09-27,,197,0.5397260273972603,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000471,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-10-22,,172,0.4712328767123288,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000473,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2025-11-02,,161,0.4410958904109589,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000481,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-11-13,,150,0.410958904109589,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000451,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2025-11-24,,139,0.38082191780821917,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000492,No shelter at Guadalupe/W. 21st Street transit stop,Closed,2025-12-15,2025-12-15,0,0.0,No,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000500,Request shelter installation at Guadalupe/W. 21st Street,Open,2025-12-15,,118,0.3232876712328767,No,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000433,No shelter at Guadalupe/W. 21st Street transit stop,Open,2026-01-02,,100,0.273972602739726,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000459,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2026-04-03,,9,0.024657534246575342,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000486,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Closed,2023-07-04,2023-07-04,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000417,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2024-04-26,,716,1.9616438356164383,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000445,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2024-11-03,,525,1.4383561643835616,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000477,Transit stop Guadalupe/W. 21st Street needs better lighting,Open,2025-01-01,,466,1.2767123287671234,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000497,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Open,2025-04-20,,357,0.9780821917808219,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety (Lighting),City of Austin,SR23000449,Safety concerns at Guadalupe/W. 21st Street bus stop after dark,Open,2025-05-06,,341,0.9342465753424658,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000416,Request safety improvements at Guadalupe/W. 21st Street stop,Closed,2023-10-03,2023-10-03,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000461,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2024-12-06,,492,1.347945205479452,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000510,Request safety improvements at Guadalupe/W. 21st Street stop,Closed,2024-12-26,2024-12-26,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000465,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2025-10-19,,175,0.4794520547945205,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000441,Feeling unsafe waiting at Guadalupe/W. 21st Street,Open,2026-01-13,,89,0.24383561643835616,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000431,Request safety improvements at Guadalupe/W. 21st Street stop,Open,2026-02-06,,65,0.1780821917808219,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Safety Concerns,City of Austin / CapMetro,SR23000460,Feeling unsafe waiting at Guadalupe/W. 21st Street,Open,2026-03-05,,38,0.10410958904109589,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000507,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-02-08,,1159,3.175342465753425,No,2023,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000415,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-03-22,,1117,3.0602739726027397,No,2023,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000443,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-06-11,,1036,2.8383561643835615,No,2023,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000487,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2023-09-23,,932,2.5534246575342467,No,2023,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000469,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2024-07-09,,642,1.7589041095890412,No,2024,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000501,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2024-07-22,,629,1.7232876712328766,No,2024,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000429,Riders have nowhere to sit at Guadalupe/W. 21st Street,Closed,2024-12-29,2024-12-29,0,0.0,No,2024,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000523,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-01-14,,453,1.2410958904109588,Yes,2025,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000432,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-06-14,,302,0.8273972602739726,Yes,2025,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Sidewalk/ADA,City of Austin,SR23000511,Riders have nowhere to sit at Guadalupe/W. 21st Street,Open,2025-08-29,,226,0.6191780821917808,Yes,2025,Category: Sidewalk/ADA,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000455,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-01-28,,1170,3.2054794520547945,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000450,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-08-09,,977,2.6767123287671235,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000419,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2023-08-10,,976,2.673972602739726,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000508,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2023-11-11,,883,2.419178082191781,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000479,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2024-02-14,,788,2.158904109589041,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000446,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2024-03-09,,764,2.0931506849315067,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000452,Riders getting wet at Guadalupe/W. 21st Street during rain,Open,2024-05-23,,689,1.8876712328767122,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000503,Riders getting wet at Guadalupe/W. 21st Street during rain,Closed,2024-06-24,2024-06-24,0,0.0,No,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000430,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2024-08-11,,609,1.6684931506849314,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000438,Riders getting wet at Guadalupe/W. 21st Street during rain,Closed,2025-10-20,2025-10-20,0,0.0,No,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000456,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2025-11-12,,151,0.4136986301369863,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000480,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2025-12-14,,119,0.32602739726027397,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Weather Exposure,CapMetro,SR23000526,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,Open,2026-02-23,,48,0.13150684931506848,Yes,2026,Keyword Match,guadalupe/w. 21st street
