Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
6,Vic Mathias/Auditorium Shores (SB),95,SR23000716,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,Missing Shelter,CapMetro,2024,Open,03/11/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000717,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,06/06/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000718,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Other,TBD,2024,Open,02/27/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000719,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Missing Shelter,CapMetro,2026,Open,01/17/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000720,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2023,Open,10/22/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000721,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2024,Open,10/17/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000722,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2023,Open,06/23/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000723,Request safety improvements at Guadalupe/4th stop,Safety Concerns,City of Austin / CapMetro,2023,Closed,02/05/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000724,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2023,Open,09/05/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000725,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2025,Closed,04/09/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000726,Feeling unsafe waiting at Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,2026,Closed,02/26/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000727,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,01/26/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000728,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,08/20/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000729,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2023,Open,01/09/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000730,Bus stop Guadalupe/4th exposed to extreme heat/sun,Weather Exposure,CapMetro,2026,Open,01/11/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000731,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,05/08/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000732,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2026,Open,03/09/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000733,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,11/05/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000734,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,03/16/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000735,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2023,Open,10/05/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000736,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2024,Open,05/17/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000737,No weather protection at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2024,Open,05/20/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000738,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Closed,03/31/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000739,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2025,Open,03/02/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000740,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2023,Open,06/24/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000741,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2023,Open,01/06/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000742,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2026,Open,04/08/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000743,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,10/23/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000744,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,10/09/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000745,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,01/16/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000746,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2024,Open,08/23/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000747,No weather protection at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2024,Open,06/06/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000748,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2025,Open,07/08/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000749,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2025,Closed,07/25/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000750,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2023,Open,12/31/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000751,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,06/23/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000752,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2024,Open,07/27/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000753,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2024,Open,02/12/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000754,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2024,Open,05/02/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000755,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2025,Open,12/23/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000756,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2024,Open,07/30/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000757,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2024,Closed,08/16/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000758,No benches at Guadalupe/4th bus stop,Missing Benches,CapMetro,2023,Open,11/07/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000759,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,12/22/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000760,No weather protection at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2024,Open,05/21/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000761,Safety concerns at Guadalupe/4th bus stop after dark,Safety (Lighting),City of Austin,2025,Open,12/13/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000762,Riders getting wet at Guadalupe/4th during rain,Weather Exposure,CapMetro,2023,Closed,10/17/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000763,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Closed,08/07/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000764,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,12/18/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000765,Riders getting wet at Guadalupe/4th during rain,Weather Exposure,CapMetro,2026,Open,01/30/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000766,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,05/30/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000767,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,06/13/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000768,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2024,Open,05/27/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000769,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2025,Open,04/11/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000770,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,04/21/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000771,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2025,Open,06/15/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000772,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,06/01/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000773,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2024,Open,01/19/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000774,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2025,Open,12/07/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000775,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2024,Open,06/01/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000776,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2023,Closed,08/02/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000777,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2024,Closed,09/13/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000778,Bus stop Guadalupe/4th exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,12/09/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000779,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2023,Open,11/28/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000780,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2026,Open,01/18/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000781,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2023,Open,12/20/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000782,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,07/06/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000783,Bus stop Guadalupe/4th exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Closed,02/09/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000784,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2025,Open,03/24/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000785,Transit stop Guadalupe/4th needs better lighting,Safety (Lighting),City of Austin,2025,Open,02/01/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000786,Feeling unsafe waiting at Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,2024,Open,10/22/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000787,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,08/09/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000788,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,11/12/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000789,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Closed,08/22/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000790,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2023,Closed,07/10/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000791,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2023,Open,02/17/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000792,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,03/17/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000793,Transit stop Guadalupe/4th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,03/08/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000794,Request safety improvements at Guadalupe/4th stop,Safety Concerns,City of Austin / CapMetro,2024,Open,08/25/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000795,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,03/24/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000796,Safety concerns at Guadalupe/4th bus stop after dark,Safety (Lighting),City of Austin,2025,Open,12/03/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000797,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2025,Open,06/11/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000798,Transit stop Guadalupe/4th needs weather shelter,Missing Shelter,CapMetro,2025,Open,11/12/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000799,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,03/18/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000800,Riders getting wet at Guadalupe/4th during rain,Weather Exposure,CapMetro,2025,Closed,11/07/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000801,Transit stop Guadalupe/4th needs better lighting,Safety (Lighting),City of Austin,2025,Open,05/07/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000802,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2026,Closed,01/10/2026 12:00:00 AM
7,Guadalupe/4th,92,SR23000803,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Closed,05/29/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000804,Riders getting wet at Guadalupe/4th during rain,Weather Exposure,CapMetro,2025,Open,04/18/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000805,Request safety improvements at Guadalupe/4th stop,Safety Concerns,City of Austin / CapMetro,2023,Open,03/15/2023 12:00:00 AM
7,Guadalupe/4th,92,SR23000806,Request safety improvements at Guadalupe/4th stop,Safety Concerns,City of Austin / CapMetro,2025,Open,01/19/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000807,Request bench installation at Guadalupe/4th,Missing Benches,CapMetro,2024,Open,05/08/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000808,Riders have nowhere to sit at Guadalupe/4th,Sidewalk/ADA,City of Austin,2024,Open,04/30/2024 12:00:00 AM
7,Guadalupe/4th,92,SR23000809,Request shelter installation at Guadalupe/4th,Missing Shelter,CapMetro,2025,Open,03/27/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000810,No shelter at Guadalupe/4th transit stop,Missing Shelter,CapMetro,2025,Open,07/25/2025 12:00:00 AM
7,Guadalupe/4th,92,SR23000811,Missing seating at Guadalupe/4th transit stop,Missing Benches,CapMetro,2023,Open,06/13/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000812,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2025,Open,07/28/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000813,Request bench installation at 115 7Th/Colorado,Missing Benches,CapMetro,2023,Open,08/01/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000814,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2025,Open,01/26/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000815,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2025,Open,01/16/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000816,Missing seating at 115 7Th/Colorado transit stop,Missing Benches,CapMetro,2024,Open,06/23/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000817,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2025,Closed,08/16/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000818,Request safety improvements at 115 7Th/Colorado stop,Safety Concerns,City of Austin / CapMetro,2023,Open,12/29/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000819,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,09/29/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000820,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,10/30/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000821,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2023,Open,02/21/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000822,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,04/29/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000823,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,01/15/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000824,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2024,Open,04/05/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000825,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,06/23/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000826,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2023,Open,08/07/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000827,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,08/01/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000828,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2024,Open,12/26/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000829,No weather protection at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Closed,12/31/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000830,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2023,Open,07/04/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000831,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2023,Open,05/19/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000832,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2023,Open,12/26/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000833,Transit stop 115 7Th/Colorado needs weather shelter,Missing Shelter,CapMetro,2023,Open,09/05/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000834,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,09/10/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000835,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2024,Closed,11/11/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000836,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Open,07/15/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000837,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,05/30/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000838,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Open,01/14/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000839,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Open,09/22/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000840,Transit stop 115 7Th/Colorado needs weather shelter,Missing Shelter,CapMetro,2023,Open,01/22/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000841,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2024,Open,04/08/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000842,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,11/23/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000843,Missing seating at 115 7Th/Colorado transit stop,Missing Benches,CapMetro,2025,Closed,12/05/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000844,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Closed,11/29/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000845,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2025,Closed,04/18/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000846,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Closed,06/04/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000847,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2023,Open,01/22/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000848,Request bench installation at 115 7Th/Colorado,Missing Benches,CapMetro,2024,Open,06/12/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000849,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2025,Open,05/10/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000850,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,03/20/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000851,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2024,Closed,09/02/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000852,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,05/19/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000853,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,10/04/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000854,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2024,Open,02/09/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000855,Bus stop 115 7Th/Colorado exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,12/05/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000856,Transit stop 115 7Th/Colorado needs weather shelter,Missing Shelter,CapMetro,2023,Closed,10/03/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000857,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2025,Closed,02/10/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000858,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2024,Open,09/03/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000859,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2023,Open,11/10/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000860,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2025,Closed,02/02/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000861,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2025,Open,08/17/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000862,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,10/20/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000863,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2026,Open,01/23/2026 12:00:00 AM
8,115 7Th/Colorado,88,SR23000864,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2023,Open,12/06/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000865,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2025,Open,02/13/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000866,Feeling unsafe waiting at 115 7Th/Colorado,Safety Concerns,City of Austin / CapMetro,2023,Open,11/11/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000867,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,05/17/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000868,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2023,Closed,11/04/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000869,Safety concerns at 115 7Th/Colorado bus stop after dark,Safety (Lighting),City of Austin,2023,Open,09/30/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000870,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,09/24/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000871,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,03/17/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000872,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,08/16/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000873,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,01/03/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000874,Request bench installation at 115 7Th/Colorado,Missing Benches,CapMetro,2023,Open,01/26/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000875,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2024,Open,08/29/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000876,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2023,Open,06/10/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000877,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,07/15/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000878,Bus stop 115 7Th/Colorado exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,03/09/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000879,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Open,03/21/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000880,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2023,Closed,04/21/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000881,No weather protection at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2024,Open,08/15/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000882,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2025,Open,12/30/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000883,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2023,Open,03/16/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000884,Bus stop 115 7Th/Colorado exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,05/17/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000885,Bus stop at 115 7Th/Colorado missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,12/28/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000886,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2025,Open,06/26/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000887,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2024,Open,03/28/2024 12:00:00 AM
8,115 7Th/Colorado,88,SR23000888,Safety concerns at 115 7Th/Colorado bus stop after dark,Safety (Lighting),City of Austin,2023,Open,05/12/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000889,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2023,Closed,04/26/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000890,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,12/20/2024 12:00:00 AM
